id,script,inflection,comment,type,suppress
9056,DDG,e,,station,
9057,DDP,e,,station,
9058,ECS,e,,station,
9059,ERD,e,,station,
9060,FRB,e,,station,
9061,FWY,e,,station,
9062,GOB,e,,station,
9063,HAG,e,,station,
9064,HLG,e,,station,
9065,HIA,e,,station,
9066,HSD,e,,station,
9067,HRL,e,,station,
9068,HBY,e,,station,
9069,HNF,e,,station,
9070,HNL,e,,station,
9071,KDG,e,,station,
9072,KNN,e,,station,
9073,LAW,e,,station,
9074,LEH,e,,station,
9075,MCN,e,,station,
9076,MGN,e,,station,
9077,MFF,e,,station,
9078,NBR,e,,station,
9079,NCT,e,,station,
9080,NFD,e,,station,
9081,NTB,e,,station,
9082,OKN,e,,station,
9083,OKM,e,,station,
9084,PRH,e,,station,
9085,PRY,e,,station,
9086,PTM,e,,station,
9087,PWL,e,,station,
9088,ROW,e,,station,
9089,RUA,e,,station,
9090,RGT,e,,station,
9091,RGL,e,,station,
9092,SDB,e,,station,
9093,SFN,e,,station,
9094,SRL,e,,station,
9095,SIL,e,,station,
9096,SMR,e,,station,
9097,SCF,e,,station,
9098,Sutton Bridge Junction,e,,station,
9099,Talerddig,e,,station,
9101,achtung bitte,w,DE: attention please,,
9102,eine sondermeldung,w,DE: a special announcement,,
9103,koffer und pakete dürfen,s,DE: suitcases and packages must not be left (word order not correct),,
9104,am bahnhof nirgends unbeaufsichtigt gelassen werden,e,DE: unattended anywhere in the station (word order not correct),,
9105,unbeaufsichtigte artikel,s,DE: unattended items,,
9106,können ohne weitere warnung entfernt werden,e,DE: can be removed without further warning,,
9107,aus sicherheitsgründen,s,DE: for safety reasons,,
9108,muss der bahnhof geschlossen werden,e,DE: the station must be closed,,
9109,bitte verlassen sie den bahnhof beim nächsten ausgang,s,DE: please leave the station via the nearest exit,,
9110,so schnell und so ruhig wie möglich,e,DE: as quickly and calmly as possible,,
9111,bitte nehmen sie ihr gepäck mit,s,DE: please take your luggage with you,,
9112,und behalten sie es bei sich,e,DE: and keep it with you,,
9113,all silverlink services have been suspended,w,,,
9114,TNF,e,,station,
9115,TYS,e,,station,
9116,TYW,e,,station,
9117,WSL,e,,station,
9118,WLP,e,,station,
9119,WMB,e,,station,
9120,WTT,e,,station,
9121,WRX,e,,station,
9122,WYL,e,,station,
9123,WYT,e,,station,
9124,YRD,e,,station,
9125,BRM,e,,station,
9126,CHU,e,,station,
9127,BTG,e,,station,
9129,ANL,e,,station,
9130,AUI,e,,station,
9131,ADS,e,,station,
9132,ASB,e,,station,
9133,ADN,e,,station,
9134,ARG,e,,station,
9135,ARM,e,,station,
9136,ART,e,,station,
9137,ATT,e,,station,
9138,AUG,e,,station,
9139,BIO,e,,station,
9140,BHC,e,,station,
9141,BSS,e,,station,
9142,BGI,e,,station,
9143,BRT,e,,station,
9144,BLG,e,,station,
9145,BRA,e,,station,
9146,BUS,e,,station,
9147,CGW,e,,station,
9148,CML,e,,station,
9149,CTB,e,,station,
9150,CBC,e,,station,
9151,CBS,e,,station,
9152,CYA,e,,station,
9153,CON,e,,station,
9154,CPA,e,,station,
9155,CRR,e,,station,
9156,CRU,e,,station,
9157,CNR,e,,station,
9158,COI,e,,station,
9159,CUS,e,,station,
9161,DAL,e,,station,
9162,DAK,e,,station,
9163,DLT,e,,station,
9164,DMR,e,,station,
9165,Dortmund,e,,station,
9166,DFR,e,,station,
9167,DRU,e,,station,
9168,DMY,e,,station,
9169,DRN,e,,station,
9170,DUM,e,,station,
9171,DCG,e,,station,
9172,ETL,e,,station,
9173,EST,e,,station,
9174,ECL,e,,station,
9175,EST,e,,station,
9176,ELP,e,,station,
9177,ESM,e,,station,
9178,EMP,e,,station,
9179,RAV - Eskdale,e,,station,
9180,Etruria,e,,station,
9181,AFV - Fairhaven,e,,station,
9182,FRL,e,,station,
9183,FOC,e,,station,
9184,FLD,e,,station,
9185,FAZ,e,,station,
9186,FRN,e,,station,
9187,FEN,e,,station,
9188,FNY,e,,station,
9189,FKH,e,,station,
9190,FOG,e,,station,
9191,FBY,e,,station,
9192,FRS,e,,station,
9193,FTM,e,,station,
9194,FOX,e,,station,
9195,FRD,e,,station,
9196,GAL,e,,station,
9197,GCW,e,,station,
9198,GCH,e,,station,
9199,GAR,e,,station,
9200,GRS,e,,station,
9201,GSW,e,,station,
9202,GVE,e,,station,
9203,GLG,e,,station,
9204,GFN,e,,station,
9205,GLF,e,,station,
9206,G-MEX,e,,station,
9207,G-MEX Centre,e,,station,
9208,GRK,e,,station,
9209,GOX,e,,station,
9210,GOS,e,,station,
9211,GRC,e,,station,
9212,GNL,e,,station,
9213,Green Lanes,e,,station,
9214,GNR,e,,station,
9215,GRL,e,,station,
9216,GKC,e,,station,
9217,GKW,e,,station,
9218,GRO,e,,station,
9219,Guernsey,e,,station,
9220,HKW,e,,station,
9221,HMY,e,,station,
9222,HLR,e,,station,
9223,MHR - Harborough,e,,station,
9224,HWM,e,,station,
9225,HOH,e,,station,
9226,SDH - Harrow Sudbury Hill,e,,station,
9227,SUD - Harrow Road,e,,station,
9228,HWB,e,,station,
9229,HWK,e,,station,
9230,HKH,e,,station,
9231,HLC,e,,station,
9232,HLU,e,,station,
9233,HMS,e,,station,
9234,HSB,e,,station,
9237,HFE,e,,station,
9238,HSW,e,,station,
9239,HIG - on sea,e,,station,
9240,HTO,e,,station,
9241,HLF,e,,station,
9242,Hillington,e,,station,
9243,HMN,e,,station,
9244,HOO,e,,station,
9245,HRN,e,,station,
9246,HYK,e,,station,
9247,IBM,e,,station,
9248,IGD,e,,station,
9249,INP,e,,station,
9250,INH,e,,station,
9251,IRV,e,,station,
9252,Isle of Man,e,,station,
9253,Jersey,e,,station,
9255,JOR,e,,station,
9256,KMH,e,,station,
9257,KBK,e,,station,
9258,KBN,e,,station,
9259,KCG,e,,station,
9260,KIL,e,,station,
9261,KWN,e,,station,
9262,KBC,e,,station,
9263,KGP,e,,station,
9265,KKB,e,,station,
9266,KBF,e,,station,
9267,KKD,e,,station,
9268,KKH,e,,station,
9269,KWD,e,,station,
9271,KYL,e,,station,
9272,LAI,e,,station,
9273,LRG,e,,station,
9274,GSC - Lambhill,e,,station,
9275,LNK,e,,station,
9276,LGB,e,,station,
9277,LHL,e,,station,
9278,LGG,e,,station,
9279,LGS,e,,station,
9280,LPW,e,,station,
9281,LAR,e,,station,
9283,LES,e,,station,
9284,LTS,e,,station,
9285,LEM,e,,station,
9286,LER,e,,station,
9287,LID,e,,station,
9288,LHS,e,,station,
9289,SFL - Litherland,e,,station,
9290,LTK,e,,station,
9291,AAT,e,,station,
9292,ACN,e,,station,
9293,ACH,e,,station,
9294,AIG,e,,station,
9295,LTT,e,,station,
9296,MRF - Liverpool Moorfields,e,,station,
9298,LWR,e,,station,
9299,LHE,e,,station,
9300,LCL,e,,station,
9301,LCB,e,,station,
9302,LCS,e,,station,
9303,LCC,e,,station,
9304,LCH,e,,station,
9305,LHW,e,,station,
9306,LHA,e,,station,
9308,London City Airport,e,,station,
9309,CTK - London City Thameslink,e,,station,
9310,ZFD - London Farringdon,e,,station,
9311,GTW - London Gatwick Airport,e,,station,
9312,HXX - London Heathrow Airport,e,,station,
9313,London Kings Cross Thameslink,e,,station,
9314,LUA - London Luton Airport,e,,station,
9315,SSD - London Stansted Airport,e,,station,
9317,MLG,e,,station,
9318,MNR,e,,station,
9319,MFT,e,,station,
9320,MSW,e,,station,
9321,"MCK,Marne-la-Vallé",e,,station,
9322,MAX,e,,station,
9323,Merton Park,e,,station,
9325,MIN,e,,station,
9326,MLM,e,,station,
9328,MRS,e,,station,
9329,MRR,e,,station,
9330,Morden Road,e,,station,
9331,MPK,e,,station,
9332,MFL,e,,station,
9333,MTV,e,,station,
9334,Moûtiers-Salin,e,,station,
9335,MUK,e,,station,
9336,MOO,e,,station,
9337,MUI,e,,station,
9338,Narn Hill?,e,,station,
9339,XNE - National Exhibition Centre,e,,station,
9341,NES,e,,station,
9342,NAY - New Aycliffe,e,,station,
9344,NHL,e,,station,
9345,Newport Isle of Wight,e,,station,
9346,NWN,e,,station,
9348,NLR,e,,station,
9349,NWB,e,,station,
9350,North Woolwich,e,,station,
9351,OBN,e,,station,
9352,OCK,e,,station,
9353,OHL,e,,station,
9354,ORN,e,,station,
9355,Old Trafford,e,,station,
9356,OMS,e,,station,
9357,ORR,e,,station,
9358,OPK,e,,station,
9359,CTW - Oswaldtwistle,e,,station,
9360,PCN,e,,station,
9361,PYG,e,,station,
9362,PYJ,e,,station,
9363,PRW,e,,station,
9364,PTK,e,,station,
9365,PBS,e,,station,
9366,PEM,e,,station,
9367,PSE,e,,station,
9368,PLK,e,,station,
9369,PSW,e,,station,
9370,PWE,e,,station,
9371,PLE,e,,station,
9372,PLW,e,,station,
9373,Poole Harbour,e,,station,
9374,PTG,e,,station,
9375,PSL,e,,station,
9376,PMG,e,,station,
9377,Portsmouth and Southsea Hoverport,e,,station,
9378,PPK,e,,station,
9379,PLN,e,,station,
9380,PYT,e,,station,
9381,PSC,e,,station,
9382,PRB,e,,station,
9383,PRA,e,,station,
9384,PTW,e,,station,
9385,Princes Landing Stage,e,,station,
9386,PFL,e,,station,
9387,"QPK,QPW",e,,station,
9388,RNF,e,,station,
9389,RAN,e,,station,
9390,RAV,e,,station,
9391,RTN,e,,station,
9392,RIC,e,,station,
9393,RID,e,,station,
9394,RFY,e,,station,
9395,ROO,e,,station,
9396,Roosendaal,e,,station,
9397,RTY,e,,station,
9398,RYB,e,,station,
9399,RUF,e,,station,
9400,Ruislip,e,,station,
9401,RUE,e,,station,
9402,RUT,e,,station,
9403,RYR,e,,station,
9404,RYH,e,,station,
9405,SLT,e,,station,
9407,SDR,e,,station,
9408,SCT,e,,station,
9409,SCH,e,,station,
9410,SCB,e,,station,
9411,SFL,e,,station,
9412,SSC,e,,station,
9413,SRG,e,,station,
9414,SKK - by bus,e,,station,
9415,SEL,e,,station,
9416,SHL,e,,station,
9417,SLS,e,,station,
9418,SDM,e,,station,
9419,SRO,e,,station,
9420,SIC,e,,station,
9421,SVR,e,,station,
9422,Silvertown and London City Airport,e,,station,
9423,Sinfin Central,e,,station,
9424,Sinfin North,e,,station,
9425,SIN,e,,station,
9426,SMA,e,,station,
9427,SAT,e,,station,
9428,SOH,e,,station,
9429,SRU,e,,station,
9430,Southampton Royal Pier,e,,station,
9431,SIA,e,,station,
9432,SOC,e,,station,
9433,SBR,e,,station,
9434,SPR,e,,station,
9435,SBS,e,,station,
9436,SNH,e,,station,
9437,STM,e,,station,
9438,Saint Peter Port,e,,station,
9439,HFS - Stainforth,e,,station,
9440,SMH,e,,station,
9441,SFO,e,,station,
9442,SNT,e,,station,
9443,SPS,e,,station,
9444,STV,e,,station,
9445,SWR,e,,station,
9446,SKS,e,,station,
9447,CSD - Stoke d'Abernon,e,,station,
9448,STR - Stranraer Harbour,e,,station,
9449,SRF,e,,station,
9450,STF,e,,station,
9451,SUD,e,,station,
9452,SDH,e,,station,
9453,SUM,e,,station,
9454,TBT,e,,station,
9455,THH,e,,station,
9456,TLK,e,,station,
9457,TEO,e,,station,
9458,THB,e,,station,
9459,TPB,e,,station,
9460,TIL,e,,station,
9461,TEE,e,,station,
9462,TOB,e,,station,
9463,STO - Tottenham South,e,,station,
9464,TYL,e,,station,
9465,UTY - Tyndrum Upper,e,,station,
9466,ULC,e,,station,
9467,ULP,e,,station,
9468,ULV,e,,station,
9470,UPL,e,,station,
9472,UHL,e,,station,
9473,WLG,e,,station,
9474,WNP,e,,station,
9475,Watford West,e,,station,
9476,WAS,e,,station,
9477,WED,e,,station,
9478,NWB - Wembley North,e,,station,
9479,WCX,e,,station,
9480,WMS,e,,station,
9481,KKM - Wesham,e,,station,
9482,WTW,e,,station,
9483,WHD,e,,station,
9484,WHR,e,,station,
9485,WKB,e,,station,
9486,WNL,e,,station,
9487,WCR,e,,station,
9488,WMR,e,,station,
9489,RGW - Wilpshire,e,,station,
9490,WIH - Winchmore,e,,station,
9491,Windsor and Eton,e,,station,
9492,WGR,e,,station,
9493,WWW,e,,station,
9494,YOK,e,,station,
9495,Sheffield Park,e,,station,
9496,Sidmouth,e,,station,
9498,Bordon,e,,station,
9499,Bridport,e,,station,
9500,CFC,e,,station,
9502,Harmans Cross,e,Swanage Railway,station,
9503,HXX - Heathrow Airport,e,,station,
9504,HEH - Herston,e,,station,
9505,Horsted Keynes,e,,station,
9506,HYZ,e,,station,
9507,Kingscote,e,,station,
9508,Lyme Regis,e,,station,
9509,Medstead,e,,station,
9510,Medstead and Four Marks,e,,station,
9511,NOD,e,,station,
9512,Paulsgrove,e,,station,
9513,ROM,e,,station,
9514,Ropley,e,,station,
9515,SGE,e,,station,
9516,West Hoathley,e,,station,
9517,BCC,e,,station,
9519,AUD,e,,station,
9520,ALB,e,,station,
9521,ASG,e,,station,
9522,ALV,e,,station,
9523,AXP,e,,station,
9524,ALT,e,,station,
9525,ARL,e,,station,
9526,ASY,e,,station,
9527,APG,e,,station,
9528,BNL,e,,station,
9529,CIR - Barnsbury,e,,station,
9530,BAV,e,,station,
9531,BAY,e,,station,
9532,BYC,e,,station,
9533,BPT,e,,station,
9534,BFF,e,,station,
9535,BSB,e,,station,
9536,BYB,e,,station,
9537,BNE,e,,station,
9538,BOP,e,,station,
9539,BML,e,,station,
9540,BCN,e,,station,
9541,BRC,e,,station,
9542,BSP,e,,station,
9543,BPK,e,,station,
9544,BCK,e,,station,
9545,BLW,e,,station,
9547,BUU,e,,station,
9549,BUJ,e,,station,
9550,PNC - Butlins Penychain,e,,station,
9551,CGW,e,,station,
9552,CMD,e,,station,
9553,Canning Town,e,,station,
9554,CNN,e,,station,
9555,CBB,e,,station,
9556,CDO,e,,station,
9557,CDR,e,,station,
9558,CLU,e,,station,
9559,CAY,e,,station,
9560,CDY,e,,station,
9561,CBP,e,,station,
9562,CCT,e,,station,
9563,CAU,e,,station,
9564,CYB,e,,station,
9565,CFH,e,,station,
9566,CHW,e,,station,
9567,CEF,e,,station,
9568,CHC,e,,station,
9569,CEL,e,,station,
9570,CHN,e,,station,
9571,CHI,e,,station,
9572,CLT - Clacton,e,,station,
9573,CPT,e,,station,
9574,CKS,e,,station,
9575,CYK,e,,station,
9576,COA,e,,station,
9577,CNE,e,,station,
9578,CON,e,,station,
9579,CNP,e,,station,
9580,CNW,e,,station,
9581,CKH,e,,station,
9582,CKL,e,,station,
9583,CGD,e,,station,
9584,CSG,e,,station,
9585,CWH,e,,station,
9586,CFF,e,,station,
9587,CKT,e,,station,
9588,BLN - Crosby,e,,station,
9589,CSO,e,,station,
9590,CRH,e,,station,
9591,Croxley Green,e,,station,
9592,CUD,e,,station,
9593,CUF,e,,station,
9594,CUA,e,,station,
9595,CUB,e,,station,
9596,DDK,e,,station,
9597,DLR,e,,station,
9598,DLY,e,,station,
9599,DLK,e,,station,
9600,DZY,e,,station,
9601,DLM,e,,station,
9602,DNM,e,,station,
9603,DGC,e,,station,
9604,DTN,e,,station,
9605,DBR,e,,station,
9606,DIN,e,,station,
9607,DTG,e,,station,
9608,DIS,e,,station,
9609,DLG,e,,station,
9610,DWD,e,,station,
9611,DVC,e,,station,
9612,DRG,e,,station,
9613,DYP,e,,station,
9614,DRI,e,,station,
9615,DMC,e,,station,
9616,DST,e,,station,
9617,DBC,e,,station,
9618,DNO,e,pronounced like the word robin,station,
9619,DYF,e,,station,
9620,EKL,e,,station,
9621,ERA,e,,station,
9622,ESW,e,,station,
9623,ENC,e,,station,
9624,EXR,e,,station,
9625,FAL,e,,station,
9626,FLX,e,,station,
9627,FSK,e,,station,
9628,FLF,e,,station,
9629,FTW,e,,station,
9630,FRE,e,,station,
9631,FNY - Frognal,e,,station,
9632,FZP,e,,station,
9633,GGJ,e,,station,
9634,GLO,e,,station,
9635,GDL,e,,station,
9636,GOL,e,,station,
9637,GMY,e,,station,
9638,GTR,e,,station,
9639,GDH,e,,station,
9640,GPO,e,,station,
9641,GPK,e,,station,
9642,GRY,e,,station,
9643,GRB,e,,station,
9644,GMN,e,,station,
9645,GFD,e,,station,
9646,GUN,e,,station,
9647,GWE,e,,station,
9648,HKC,e,,station,
9649,HDM,e,,station,
9650,HDF,e,,station,
9651,HDW,e,,station,
9652,"HAL,HYL",e,,station,
9653,HNC,e,,station,
9654,HDH,e,,station,
9655,HWN,e,,station,
9656,HGY,e,,station,
9657,HRY,e,,station,
9658,HPQ,e,,station,
9659,HAP,e,,station,
9660,HTY,e,,station,
9661,HWD,e,,station,
9662,HST,e,,station,
9663,HIP,e,,station,
9664,High Street Kensington,e,,station,
9665,HLE,e,,station,
9666,HLW,e,,station,
9667,HIL,e,,station,
9668,HOC,e,,station,
9669,HCH,e,,station,
9670,HXM,e,,station,
9671,HKM,e,,station,
9672,HYN,e,,station,
9673,IFD,e,,station,
9674,INE,e,,station,
9675,COH - Jarvis Brook,e,,station,
9676,JEQ,e,,station,
9677,KEL,e,,station,
9678,KNE,e,,station,
9679,KNL,e,,station,
9680,KNF,e,,station,
9681,LSW,e,,station,
9682,LEL,e,,station,
9683,LVC,e,,station,
9684,LLA,e,,station,
9685,LBR,e,,station,
9686,LDN,e,,station,
9687,LLC,e,,station,
9688,LLO - Llandrindod Wells,e,,station,
9689,LLD,e,,station,
9690,LLF,e,,station,
9691,LPG,e,,station,
9692,London Kings Cross Thameslink,e,,station,
9693,WAT - London Waterloo International,e,,station,
9694,LPT,e,,station,
9695,LTG,e,,station,
9696,LOW,e,,station,
9697,Lower Edmonton,e,,station,
9698,LYE,e,,station,
9699,MAG,e,,station,
9700,MKT,e,,station,
9701,MLW,e,,station,
9702,MYH,e,,station,
9703,MIS,e,,station,
9704,MOB,e,,station,
9705,MRF,e,,station,
9706,MFA,e,,station,
9707,MLD,e,,station,
9708,NVR,e,,station,
9709,NMT,e,,station,
9710,NEI,e,,station,
9711,NRT,e,,station,
9712,NBA,e,,station,
9713,NBN,e,,station,
9714,New Quay,e,,station,
9715,NSG,e,,station,
9716,NMK,e,,station,
9717,"NWE,NWP",e,,station,
9718,NSD,e,,station,
9719,NTN,e,,station,
9720,NLT,e,,station,
9721,NWI,e,,station,
9722,OKL,e,,station,
9723,OLD,e,,station,
9724,OLT,e,,station,
9725,OVE,e,,station,
9726,PAL,e,,station,
9727,PTT,e,,station,
9728,PHG,e,,station,
9729,SNK - Penketh,e,,station,
9730,PMW,e,,station,
9731,PNM,e,,station,
9732,PLM,e,,station,
9733,PYP,e,,station,
9734,PRR,e,,station,
9735,"QPK,QPW",e,,station,
9736,"QPK,QPW",e,,station,
9738,RLG,e,,station,
9739,REC,e,,station,
9740,RDS,e,,station,
9741,RHO,e,,station,
9742,RIL,e,,station,
9743,RFD,e,,station,
9744,ROG,e,,station,
9745,RMB,e,,station,
9746,RMF,e,,station,
9747,RYN,e,,station,
9748,SDL,e,,station,
9749,SDP,e,,station,
9750,SAW,e,,station,
9751,SEG,e,,station,
9752,SVK,e,,station,
9753,SED,e,,station,
9754,SHM,e,,station,
9755,SRY,e,,station,
9756,SYT,e,,station,
9757,SGN,e,,station,
9758,STO,e,,station,
9759,SOE,e,,station,
9760,DIG - Sowton,e,,station,
9761,SPI,e,,station,
9762,SIV,e,,station,
9763,SJS,e,,station,
9764,SKN,e,,station,
9765,SST,e,,station,
9766,SKM,e,,station,
9767,SNE,e,,station,
9769,SBT,e,,station,
9770,SRA,e,,station,
9771,STC,e,,station,
9772,SYA,e,,station,
9773,SUY,e,,station,
9774,SPK,e,,station,
9775,SWD,e,,station,
9776,TAI,e,,station,
9777,TLC,e,,station,
9778,TLB,e,,station,
9779,TAY,e,,station,
9780,LVT - Thornhill,e,,station,
9781,Thornton,e,,station,
9782,Thornton,e,,station,
9783,TNA,e,,station,
9784,THT,e,,station,
9785,THU,e,,station,
9786,THS,e,,station,
9787,TOM,e,,station,
9788,TUL,e,,station,
9789,TUR,e,,station,
9790,TYG,e,,station,
9791,UPM,e,,station,
9792,UTY,e,,station,
9793,UPT,e,,station,
9795,UTT,e,,station,
9796,CWC - Wakes Colne,e,,station,
9797,WMW,e,,station,
9798,WAO,e,,station,
9800,WAR,e,,station,
9801,Waterloo International,e,,station,
9802,WMG,e,,station,
9803,WND,e,,station,
9804,WKI,e,,station,
9805,WRU,e,,station,
9806,WCF - on sea,e,,station,
9807,WFI,e,,station,
9808,WES,e,,station,
9809,WHE,e,,station,
9810,WFF,e,,station,
9811,WHL,e,,station,
9812,WTE,e,,station,
9813,WLF,e,,station,
9814,WLM,e,,station,
9815,WNC,e,,station,
9816,WSH,e,,station,
9817,WTM,e,,station,
9819,WOB,e,,station,
9820,WDE,e,,station,
9821,WDL,e,,station,
9822,WXC,e,,station,
9823,WCK,e,,station,
9824,BNO,e,,station,
9825,CDU,e,,station,
9826,Corby Anne Street,e,,station,
9827,CRJ,e,,station,
9828,DLK,e,,station,
9829,Dereham,e,,station,
9830,DNO,e,pronounced Dunronin,station,
9831,EAS,e,,station,
9832,EBS,e,,station,
9833,Gateshead Stadium,e,,station,
9834,HSD,e,,station,
9835,HPQ,e,,station,
9836,Hewstead(?),e,,station,
9837,HKN,e,,station,
9838,Jarrow,e,,station,
9839,Longbenton,e,,station,
9841,MLS,e,,station,
9842,North Shields,e,,station,
9843,HIG,e,,station,
9844,WMW - Queens Road Walthamstow,e,,station,
9845,SAB,e,,station,
9846,South Gosforth,e,Tyne & Wear Metro,station,
9847,SWP,e,,station,
9848,THW,e,,station,
9849,Wallsend,e,,station,
9850,WMG - Welham,e,,station,
9851,Whitley Bay,e,,station,
9852,Wilshaw,e,,station,
9853,CIR,e,,station,
9855,BMR,e,,station,
9856,BCJ,e,,station,
9857,CPU,e,,station,
9858,CRF,e,,station,
9859,CFO,e,,station,
9860,CLW,e,,station,
9861,City Airport,e,,station,
9862,COO,e,,station,
9863,CME,e,,station,
9865,DAG,e,,station,
9866,DLW,e,,station,
9867,PTL - Darnley,e,,station,
9868,DPD - Deepdene,e,,station,
9869,DGY,e,,station,
9870,DBE,e,,station,
9871,ECW,e,,station,
9872,GBK,e,,station,
9873,HND,e,,station,
9874,HTN,e,,station,
9875,HTN,e,,station,
9876,HAZ,e,,station,
9877,HNB,e,,station,
9878,Ilminster Square,e,,station,
9879,HHY - Islington,e,,station,
9880,KPT,e,,station,
9881,KKN,e,,station,
9882,Lake District,e,,station,
9883,LLW,e,,station,
9884,MUB,e,,station,
9885,BFN - New Haw,e,,station,
9886,PPL - New Inn,e,,station,
9887,ELO - Orston,e,,station,
9888,Penfrow (?),e,,station,
9889,PYN,e,,station,
9891,PNC,e,,station,
9892,PNF,e,,station,
9893,GOM - Shere,e,,station,
9894,SBU,e,,station,
9895,SBP,e,,station,
9896,TEA,e,,station,
9897,TBR,e,,station,
9898,TWN,e,,station,
9899,VAL,e,,station,
9900,WLV,e,,station,
9910,for todays rugby match,s,,,
9911,for todays rugby match,e,,,
9912,for todays football match,m,,,
9913,for todays football match,e,,,
9914,for todays tennis event,m,,,
9915,for todays tennis event,e,,,
9916,for todays race meeting,m,,,
9917,for todays race meeting,e,,,
9918,a fault on the train that has now been rectified,m,,disruption-reason,
9919,a fault on the train that has now been rectified,e,,disruption-reason,
9920,a fault on a preceding train that has now been rectified,m,,disruption-reason,
9921,a fault on a preceding train that has now been rectified,e,,disruption-reason,
9922,damaged track,m,,disruption-reason,
9923,damaged track,e,,disruption-reason,
9924,an earlier broken down train,m,,disruption-reason,
9925,an earlier broken down train,e,,disruption-reason,
9926,an earlier fatality,m,,disruption-reason,
9927,an earlier fatality,e,,disruption-reason,
9928,a broken down train,m,,disruption-reason,
9929,a broken down train,e,,disruption-reason,
9930,an earlier security alert,m,,disruption-reason,
9931,an earlier security alert,e,,disruption-reason,
9932,an earlier fault with the signalling equipment,m,,disruption-reason,
9933,an earlier fault with the signalling equipment,e,,disruption-reason,
9934,an earlier electrical power supply problem,m,,disruption-reason,
9935,an earlier electrical power supply problem,e,,disruption-reason,
9936,an earlier broken down train causing congestion,m,,disruption-reason,
9937,an earlier broken down train causing congestion,e,,disruption-reason,
9938,awaiting a portion of the train,m,,disruption-reason,
9939,awaiting a portion of the train,e,,disruption-reason,
9940,a shortage of available coaches,m,,disruption-reason,
9941,a shortage of available coaches,e,,disruption-reason,
9942,a road vehicle on the line,m,,disruption-reason,
9943,a road vehicle on the line,e,,disruption-reason,
9944,coaches being detached from this train,m,,disruption-reason,
9945,coaches being detached from this train,e,,disruption-reason,
9946,revenue protection officers attending this train,m,,disruption-reason,
9947,revenue protection officers attending this train,e,,disruption-reason,
9949,Wembley Complex,e,,station,
9950,West Bromwich Albion Football Club,e,,station,
9951,WST,e,,station,
9952,XFG,e,,station,
10000,todays rugby match,m,,,
10001,todays football match,m,,,
10002,the tennis,m,,,
10003,the flower show,m,,,
10004,the races,m,,,
10005,the mid hants railway,m,,,
10006,the watercress line,m,,,
10007,the swanage railway,m,,,
10008,the purbeck line,m,,,
10009,the boat show,m,,,
10010,the boat race,m,,,
10011,the motor racing,m,,,
10012,the airshow,m,,,
10013,the town show,m,,,
10014,chessington world of adventures,m,,,
10015,thorpe park,m,,,
10016,royal botanical gardens,m,,,
10017,the watchtower convention,m,,,
10018,the convention,m,,,
10019,the gosport ferry,m,,,
10020,the historic dockyard,m,,,
10021,arriva bus services,m,,,
10022,arriva tillingbourne bus services,m,,,
10023,axe valley bus services,m,,,
10024,damory coaches,m,,,
10025,devon bus services,m,,,
10026,first badgerline bus services,m,,,
10027,first beeline bus services,m,,,
10028,first london bus lines,m,,,
10029,first provincial bus services,m,,,
10030,first southampton bus services,m,,,
10031,first southern national bus services,m,,,
10032,first western national bus services,m,,,
10033,london transport,m,,,
10034,mike halford bus services,m,,,
10035,newbury buses,m,,,
10036,safeway services,m,,,
10037,solent blue line services,m,,,
10038,south western trains rail link,m,,,
10039,stagecoach coastline bus services,m,,,
10040,stagecoach devon bus services,m,,,
10041,stagecoach hants and surrey bus services,m,,,
10042,surrey buses,m,,,
10043,tingbourne bus services,m,not sure on the name,,
10044,westlink bus services,m,,,
10045,wilts and dorset bus services,m,,,
10046,yellow bus services,m,,,
10047,passengers holding cheap day return tickets are reminded,s,,,
10048,that these tickets are not valid for travel by this service,e,,,
10049,due to essential engineering work,s,,,
10050,many trains are revised for the coming weekend,m,,,
10051,and customers are advised to check the revised times,m,,,
10052,of their trains before travelling,e,,,
10053,and passengers are advised to check the revised times,m,,,
10054,of their trains before travelling,e,,,
10055,many trains are revised for the coming weekend,e,,,
10056,due to essential engineering work,s,,,
10057,many train services from this station today are revised,e,,,
10059,many train services from this station are revised,e,,,
10060,we apologise for any inconvenience that this may cause you,e,,,
10061,please listen for further announcements,e,,,
10062,customers for the railair coach service to,s,,,
10063,heathrow airport please proceed to the,m,,,
10064,station forecourt through the exit on platform,m,,,
10065,passengers with cycles are reminded that,e,,,
10066,cycle reservations are required for this service,e,,,
10067,you will not be allowed to put your cycle on the train,s,,,
10068,unless you hold a suitable reservation,e,,,
10069,im sorry to inform customers that due to,s,,,
10070,all london underground services have been suspended,e,,,
10071,im sorry to inform customers that,s,,,
10072,all croydon tramlink services have been suspended,e,,,
10073,silverlink metro tickets will be accepted,s,,,
10074,on south west trains service to,m,,,
10075,and on local bus services,e,,,
10076,district line tickets will be accepted on,m,,,
10077,south west trains services to,m,,,
10078,putney vauxhall and clapham junction,e,,,
10079,services to putney vauxhall and clapham junction,e,,,
10080,tickets to anglia railways destinations,s,,,
10081,tickets will be accepted on the ferry service to,s,,,
10082,please join the special bus service to connect with this service,e,,,
10083,will only be able to alight from the front two carriages,e,,,
10084,will only be able to alight from the front three carriages,e,,,
10085,will only be able to alight from the front four carriages,e,,,
10086,will only be able to alight from the front five carriages,e,,,
10087,will only be able to alight from the front six carriages,e,,,
10088,will only be able to alight from the front seven carriages,e,,,
